Your short drop is arrested by the vicious spikes that cover the floor of the pit,Your short drop is arrested by the vicious spikes that cover the floor of the pit,
Your adventure has come to an end,Your adventure has come to an end,
#PrioryDungeonSpottenTomb,#PrioryDungeonSpottenTomb,
Embla points through the passage to the north,Embla points through the passage to the north,
A golden tomb!,A golden tomb!,
We must be close now,We must be close now,
Finally we shall know!,"Finally, we shall know!",
What do we do if you're right?,What do we do if you're right?,
I do not know,I do not know,
But the answers will reveal themselves to us when we stand before the glorious corpse,But the answers will reveal themselves to us when we stand before the glorious corpse,
I just pray we’re not too late!,I just pray we’re not too late!,
The corpse of an Emperor?,The corpse of an Emperor?,
In a place like this?,In a place like this?,
I refuse to believe it,I refuse to believe it,
#PrioryEnterCave,#PrioryEnterCave,
The air down here is thick with the metallic smell of ozone and a throbbing ache grows in your teeth,The air down here is thick with the metallic smell of ozone and a throbbing ache grows in your teeth,
"Each step down the narrow, winding tunnel takes you deeper and closer to… what?","Each step down the narrow, winding tunnel takes you deeper; deeper and closer… closer to what?",
"But you have come this far, and you cannot help but feel a surge of determination at being so close to the end of your search","But you have come this far, and you cannot help but feel a surge of determination at being so close to the end of your search",
It is so close now,It is so close now,
The call is almost too much to bear,The call is almost too much to bear,
Embla touches her forehead and for a moment seems to sway,Embla touches her forehead and for a moment seems to sway,
Are you unwell?,Are you unwell?,
But there is but one way to cure it now,But there is but one way to cure it now,
We must proceed,We must proceed,
Embla straightens,Embla straightens,
Driina’s eyes narrow,Driina’s eyes narrow,
This place is not for us,This place is not for us,
"The deeper we go, the further I feel we are from the Golden Light","The deeper we go, the further I feel we are from the Golden Light",
We must go on!,We must go on!,
"Surely, we must go on?","Surely, we must go on?",
Iben insists with an uncharacteristic intensity,Iben insists with an uncharacteristic intensity,
We press on,We press on,
#PrioryEnterFirstFloor,#PrioryEnterFirstFloor,
"The heavy wooden doors swing open slowly on ancient, rusted hinges and you apprehensively step inside the darkened halls of the grim edifice","The heavy wooden doors swing open slowly on ancient, rusted hinges and you apprehensively step inside the darkened halls of the grim edifice",
"Inside, you find the air thick with dust and particles of swirling matter and your eyes adjust slowly to the darkness","Inside, you find the air thick with dust and particles of swirling matter and your eyes adjust slowly to the darkness",
There is more,There is more,
A strange feeling as if something is stirring in anticipation at your arrival,A strange feeling as if something is stirring in anticipation at your arrival,
Driina’s voice interrupts your train of thought,Driina’s voice interrupts your train of thought,
This place is alien to me,This place is alien to me,
There is nothing here that marks this as an Imperial place of worship,There is nothing here that marks this as an Imperial place of worship,
We must be on our guard,We must be on our guard,
Embla points ahead,Embla points ahead,
Lumerods,Lumerods,
They must have been set up by the Cabal expedition,They must have been set up by the Cabal expedition,
Perhaps we can find some clue as to what fate befell them?,Perhaps we can find some clue as to what fate befell them?,
I’ll tell you what befell them,I’ll tell you what befell them,
Roland growls,Roland growls,
"Nothing good, is what","Nothing good, is what",
#PrioryGanglion1,#PrioryGanglion2,
"A large, pulasting sack grows from the side of the fungal infection","A large, pulasting sack grows from the side of the fungal infection",
There is something inside it,There is something inside it,
Cut it open,Cut it open,
Leave it,Leave it,
"To your disgust and horror, a rotting corpse riddled with fungi spills forth","To your disgust and horror, a rotting corpse riddled with fungi spills forth",
"As it does, it drops a small journal","As it does, it drops a small journal",
You pocket the book and move on,You pocket the book and move on,
